"

University of Santo Tomas, EXPLAIN!

Sobrang lala ng management nyo ng opening ceremony ng UAAP S88!

UNANG UNA. 3:30 nakapila na kami sa gate. Ang announcement, 6:30 pm magsasara ang gates pero 5:30 pa lang isinara nyo na kaya daan-daang estudyante AT ATHLETES ang nastranded sa España. Sinimulan nyo ang program na maraming kabataan ang nasa labas. 

PANGALAWA. 6:30 na. Sumisigaw na kami na buksan ang gate kasi nagkakastampede na sa Gate 2. Pati mga atleta hindi nyo pinapasok kahit nagmamakaawa na. MGA SECURITY GUARDS NYO, PINAGTATAWANAN PA KAMI. 

PANGATLO. 7pm na. NAGSSTAMPEDE NA ANG TAO SA GATE 1 KASI DOON KAMI ITINURO. Inabutan na kami ng ulan pero yung mga security guards nyo, galit pa. Yung mga organizers nyo, nanonood lang. 

Yung kasama ko, hinimatay— nagcollapse na. Aba, pati companion ayaw nyong pasamahin kung hindi pa pipilitin ng mga tao sa likod? 

UST, THIS IS NOT SOMETHING YOU CAN SIMPLY PUT OFF AS AN OVERFLOW NG CROWD. 

YOU PRINTED LOTS OF TICKETS PERO ANG SAGOT NG MGA GUARDS, PUNO NA PO? Hindi nyo naestimate ang crowd na pupunta sa inyo?

INUULAN NA KAMI SA TABI NG ESPAÑA, YUNG ILAN AY NASA HIGHWAY NA PERO SINARA NYO YUNG GATE DAHIL KASALANAN DAW NG MGA NASA LABAS? Lahat kami may tickets, at lahat kami matiyagang pumila UNTIL NAGDECIDE KAYO NA ISARA ANG GATES UNANNOUNCED.

Inagahan nyo ang cut-off ng entrance; HINDI kayo nagannounce kung magpapapasok pa ba kayo o hindi para makauwi na ang iba; AT TINATAWANAN PA NG IBA NYONG GUARD habang nakikiusap at nababasa sa ulan ang mga estudyante.

UNACCEPTABLE.

#UAAPS88

",_sent_compound,_sent_pos,_sent_neu,_sent_neg,_sent_category
"

hi po, sino po 'yung tatlong cymbals sa ue red drummers kanina sa caloocan? ang angas po nila kumaldag

",0.9998731662381033,0.9999311788040659,1.0771196281543305e-05,5.804999965260305e-05,Strong Positive
"

Galing ng mga UERD sa peprally…..

",-0.9888393199071288,0.005573042668402195,1.4594756066799164e-05,0.994412362575531,Strong Negative
"

Hello po, question lang po sa dentistry students if meron po bang nag aayos ng bracket sa natanggalan po and if p’wede po ba sainyo nalang magpagawa? Thank you po

",0.9998617437768189,0.9998699426651001,0.0001218584466187167,8.198888281185646e-06,Strong Positive
"

Hi gang, may crush kasi ako dun sa kuya na naka salamin tas madalas na nakasuot ng gray na jacket na taga STEM 12 Fisher  Ano kaya fb ni kuya TAS IS IT HIS GF BA YUNG LAGI NYANG KASAMA? Like, the short girl  na naka jacket din oftentimesssss???

",-0.9781096689403057,0.010787058356047742,0.0003162384304585368,0.9888967032134938,Strong Negative
"

Mga electric fan na lang nga nagpapalamig sa lintek na tyk lib na yan tas tinanggal niyo pa 

",-0.9984604110941291,0.0007669934940765456,5.610009293388441e-06,0.9992273964966301,Strong Negative
"

Gosh haha sobrang nabobother ako sa school uniform ng shs (women) ang hirap yumuko o gumalaw dahil takot mapunitan ng skirt like girl nakatatlong tahi nako ng skirt at lahat ng times naun nalate ako nakapasok hahaha tas need pa gumawa ng excuse letter!!! hirap na hirap ako sumakay at bumaba ng jeep kasi baka masilipan ako o ano haha! Kanina lang andami kong dala pababa ng jeep umakyat ung skirt ko!!! Kitang kita ng mga tambay samin pano umakyat gosh!!! Parang ayoko na umalis ng bahay (baka ibash nyoko tamang size skirt ko sakin)

",-0.9999181699386099,7.56267351300559e-06,6.676909404021198e-05,0.9999256682324468,Strong Negative
"

sobrang draining ng sem na ng sem na to. i feel so restless. di kami nagbakasyon dahil required yung summer namin tapos sobrang bilis na ng mga nangyayare. feeling ko nakikisabay nalang ako sa alon and im drowning :)

",-0.9975405971194959,6.850561931059929e-06,0.002445701756641938,0.997547447681427,Strong Negative
"

Help… This isn’t really acad-related, pero I feel like I need someone to tell me the hard truth. I’m in a situationship right now, and things are kind of complicated. He’s actually my ex, pero we’re trying to patch things up since there were no cheating issues, just problems between us.

The thing is… I’ve kinda started feeling something for my friend. I can’t exactly pinpoint it, but I think he feels it too. None of us are saying anything because we don’t want to ruin anything. Pero ngayon pa lang, confused na ako… what more kapag inamin niya talaga yung totoo? Huhu. How do I stop this? Help.

",-0.011953527457080781,9.906349619230167e-05,0.9878483462143153,0.012052590289492442,Neutral
"

To #UEFW24403
Sometimes, people are unaware na nakasakit sila dahil magkakaiba tayo talaga ng sensitivity. Probably, on their part it was nothing serious or for them it was funny so what we could do at this moment is to communicate or to educate the person directly then we decide on whether to continue the friendship or not based on their response regarding the matter. 

If after talking it out, ang response niya e galit pa siya instead of apologizing and trying to change, probably it was their ego talking. You’re probably dealing with a narcissist who can’t accept the fact that he/she is wrong. FO na pag ganyan. Mahirap makipag usap sa ganyan. 

What I’m trying to say is some people hurt people unintentionally and if there is lack of communication, they would never know the problem and fix it. I’m speaking from experience na nung nasaktan ako sa sharedpost ng ex girl best friend ko, instead of talking it out directly to her, sa ex boyfriend ko ako nag open up and he just blocked her instantly from my account. 

After months, she found out she was blocked and she was mad about it. I totally get why she felt that. Cinonfront niya ako using her dump account and on her perspective, that sharedpost was not for me and if kinausap ko lang siya, maiintindihan naman niya. She was unaware na maapektuhan ako sa post kasi akala niya ok na ako from that past trauma kasi matagal naman na raw yon and kapag kasama nila ako, mukhang okay na ako or healed. 

On my part, akala ko rin healed na ako nun pero distracted lang pala ako sa acads and friends ko kaya hindi ko yun naiisip pero nung nakita ko yung post, natrigger. Both sides are valid but I will admit that we are both partly wrong. 

I decided to still end the friendship based on how the confrontation went. Nagkakasakitan na kami verbally. It wasn’t healthy anymore and if ipipilit lang namin maging friends because sayang e ilang taon na kaming magkaibigan, baka the relationship we have will not be genuine anymore. Plastikan nalang ganon.

So to answer the question paano sila matututo? By letting them be aware of the situation and know how it made you feel. But sometimes, even communication can’t solve this if instead of listening and having empathy, ipagpilitan niyang wala naman siyang ginagawang mali.

",0.0,0.0,1.0,0.0,Neutral
"

May classmate ako kamukha ni Sasuke

",0.9999236550702335,0.9999380076608205,4.763624002973246e-05,1.4356099149712618e-05,Strong Positive
"

I just want to let this out kasi grabe na frustration ko sa isang kaibigan ko

She is that type of person na she would keep planning on things pero in the end, ang dami nyang reklamo. She's all talk but no actions.

""Oh I want to transfer in ____ univ so bad because (personal reasons) can you help mee"" and she really is giving reasons that actually makes so much sense why she SHOULD transfer then ill respond to tell her I can help her process the documents since marunong ako and i can help her ease the rest of the process left.

U know what shell respond next? ""Eh pano un mga aso ko? What if ____? Eh pano un mga ___? What if pangit un ____?"" 

I get her concerns and doubts. BUT THATS THE REASON WHY ITS STOPPING YOU FROM PROCEEDING!! You have to literally think about the main problem first before the rest kasi un ang una mong kailangan gawin dbaa

I literally answered her 'what if's and her 'pano's, and in the end shes like ""eh masyado madaming gagawin""

Like... what??? You literally asked me what to do and suddenly your backing out just because the 'what if's drowned you 

You have to always face and accept that there WILL BE good AND BAD things that could happen. But that doesnt mean you should stop pursuing what you feel and think should be right just because there's a 'bad side' to it. Use the positive side as a motivation, manifest that the good things will happen tska may mahahanap ka ng solusyons after you decide sa main problem. BUT that also doesnt mean you should totally ignore what could happen bad. Wag kang umasa to the point you will let it hurt you. Its not wrong to hope and take the leap. Malay mo its the best thing dba

",-0.9999079361550685,2.757161732581683e-05,3.699164618456828e-05,0.9999354367364897,Strong Negative
"

Bat may bida-bida sa orgs and councils jan tapos non-existent pag discussion and recits. Lagyan nyo naman ng grade requirement mga yan (exc. engineering, dent, accountancy, legma)

",0.02035917262037401,0.020419755950570107,0.9795196607192338,6.058333019609563e-05,Neutral
"

wag na magcouncil kung lutang lutang sa acads jusko

",-0.9999573009035885,1.1704681128321681e-05,1.9289734154881444e-05,0.9999690055847168,Strong Negative
"

Nakasabay ko kanina mag work yung nachichismis na nandaya daw ng digital xray wherein inedit yung original xray na may void para matakpan yun. Di ko tuloy mapigilang mapatingin sa kaniyang mag work kanina. Sana lang hindi mag pikit mata ang admin sa case na to. This is really a serious one since tao/live patient na yung handle niya/namin. Naikwento ko to sa mga ate/kuya doc na close ko and grabe yung gulat nila and they were sad about this and sa mga issue na nangyayari sa school. Gets naman nilang naghahabol kami, or kating kati na grumaduate at makalayas na sa UE (well, sino bang hindi?), pero sana daw wag natin kalimutan yung principles natin and work ethics when it comes to treating our patients. :)

",-0.0399554967880249,0.479789137840271,0.00046622753143310547,0.5197446346282959,Neutral
"

ue baket naman mas malaki pa tarpaulin ng mens bball kesa sa fencing, judo, athletics tas boys bball eh sila nga yung mga nag champion. kahit sabihin pang “to promote” ung new line up ngayon, i-appreciate naman natin yung mga athletes na nakapagbigay talaga satin ng recognition in their respective sports.

",-5.6256809330079705e-05,1.2399133993312716e-05,0.9999189449226833,6.865594332339242e-05,Neutral
"

Hello looking for advice po  I love UE but the gastos?? The tuition fee is already high tapos may mga uniform and books pa na kailangan gastusan. Lower middle class lang kami kaya nagguilty ako na dito pa ako nag aral. Ok naman yung professors ko pero parang gusto ko na lumipat ng ibang school kasi ang daming gastusin. Mag transfer na po ba ako?

",-0.00023348035756498575,0.0002137364645022899,0.9993390467134304,0.00044721682206727564,Neutral
"

Hey, college boy! bakit ganyan ang ugali mo? Spreading fake news about a SHS girl? Stop that. Hindi yan nakaka-pogi at hindi rin nakaka-cool. You’re already 18, pero you don’t even act like one. Imagine, college boy ka na, pero nagkakalat ka ng fake news tungkol sa minor. Bro, that’s not just immature, that’s disturbing. Grow up.

",-0.9995915285676347,7.39177767172805e-06,0.00039368787702187547,0.9995989203453064,Strong Negative
"

Whats more gay?
Liking tomboys?
Or liking femboys?

",0.9984011078486219,0.9991945624351501,1.1982978321611881e-05,0.0007934545865282416,Strong Positive
"

kay aga aga nakaka badtrip, nauna ako sa elev tapos pag pasok ko may lalaking bumangga saken para lang mauna siya 

",-0.9998990656822571,3.7753394281025976e-05,2.5427529180888087e-05,0.9999368190765381,Strong Negative
"

dun sa nagtanong, yes normal ang round trip sa annex

",0.9999172366697167,0.9999270439147949,6.314884012681432e-05,9.807245078263804e-06,Strong Positive
"

Hi to you, classmate. You should be ashamed—your face might not be pleasant already, but your attitude is even worse. Just a shoutout: we can all hear you backstabbing the person you’re always with. I don’t even know if that person is really your friend, but one thing’s clear—you’re so fake. You even act like you’re about to throw up when in reality, it’s your looks and your behavior that are truly sickening. Eww. You’re already in college, yet you act so childish, as if you lacked proper care growing up. If I ever get the chance to talk to the one you’re backstabbing, I’ll tell them straight.

That’s all. In general, guys, don’t choose friends who are two-faced. And remember: “Don’t sit at a table where they talk badly about others—because one day, they’ll talk badly about you too.”

",-0.9829670330109366,4.480876083668349e-05,0.016943398026071366,0.983011793213092,Strong Negative
"

USC or UE, baka pwedeng bigyan nyo rin ng long table ang mga BSA/BSMA. Lagi na lang po kaming nahuhulugan ng calculator kasi di kasya sa table namin yung columnar, test paper at calculator please please

",0.9992048043413888,0.9992130727025021,0.0007786321594336218,8.295138064189594e-06,Strong Positive
"

Pa rant lang about sa isang prof sa PE sa ue napaka grabe e minor sub na lang malala pa sa ibang prof. may mali lang sa pe unif mo di ka na papa attend ng class sayang pinasok sayo. pag late kahit ilang mins di na den pinapapasok kagad lagi pa badtrip yan laging bad mood kala mong sya may ari ng gym galit lagi. napaka grabe lang na di ka na papa attendin ng class dahil late ka lang ilang mins or may mali sa pe unif sayang pinasok namin oh? may mga galing den malalayong lugar syempre di ka ba nag iisip yung iba may valid reason bat na late katulad kanina nasiraan kami maiiwasan ba yun maaga naman kami umalis may magagawa ba kami kung bigla nasiraan. sobrang baba pa mag bigay grades jusq ginawa mo na lahat sakanya baba pa den mag bigay pe ka na lang ah ganyan ka pa. pa major talaga

",-0.9999228235637929,1.1253698057182383e-05,5.476040905548549e-05,0.9999339858928873,Strong Negative
"

PAKI AYOS NGA PILA NIYO SA ANNEX. DALAWA ANG PILA AND DAPAT STRAIGHT LINE. WAG NA KAYO TUMABI SA MGA KAIBIGAN O KALANDI NIYO. BOTH BLACK AND WHITE SHOES. 

",-0.0014417303245863877,4.060063656652346e-05,0.9984770684022806,0.0014823309611529112,Neutral
"

laro nakshie pinatay ng tagapagmana

",-0.999945902311083,2.1911180738243274e-05,1.0275327440467663e-05,0.9999678134918213,Strong Negative
"

Is there a PME schedule on September 5, Friday?

",0.9998888866139168,0.9999369382858276,1.5010042261565104e-05,4.805167191079818e-05,Strong Positive
"

pwede ba manguha id mga guards? pasagot nmn po pls

",0.9832107201218605,0.9915834069252014,4.390627145767212e-05,0.008372686803340912,Strong Positive
"

nagpapakahirap kame magaral dito sa integ tas magkokopyahan lang kayo mga pota kayo

",-0.9997797490359517,0.00010032641876023263,1.959812652785331e-05,0.9998800754547119,Strong Negative
"

ahh pag athlete pwede, regular student ayaw sa maliit na elev? umay

",-0.9999043604657345,4.366428272641776e-05,8.340622778659028e-06,0.999947995094495,Strong Negative
"

Literal na hindi kami pwede nung crush ko kase AM shift ako tas PM shift sya hahaha d pa nakakatulong na gr12 graduating sya tas red flag hahaha ok.

",-0.9463310968130827,0.02650509960949421,0.0006587039679288864,0.9728361964225769,Strong Negative
"

Hello kanino po ung airpods na black sa ed building 3rd floow girls cr tapat ng ed 310 (comment kung sayo ps: no to mag nanakaw)

",0.9978995879646391,0.9989446807704212,1.0207449837801554e-05,0.0010451117797409945,Strong Positive
"

Grabeng mga minor subjects to daig pa major subjects 

",-0.6582094579935074,0.1706186980009079,0.0005531460046768188,0.8288281559944153,Strong Negative
"

dun kay ateng nakaangkas na bumangga sa gastam, sana ok ka lang po! at sa mga riders dyan tingin tingin din sa dinadaan!

",0.8768942728638649,0.9355846856108623,0.005724865708598782,0.05869044868053892,Strong Positive
"

how to get a freelance jobs po? i really need online work po kasi para dagdag sa baon 

",5.239216989139095e-06,2.639798549353145e-05,0.9999524432460021,2.1158768504392356e-05,Neutral
"

Lakas nyo mang asar ng tao pero kapag nilait ako sasabihin nyo bully? Angas nyan man

",-0.9999505524374399,1.9168403014191426e-05,1.1110756531707011e-05,0.9999697208404541,Strong Negative
"

Sa mga insensitive people Jaan na angrami nang na FO, paano kayo natututo? I'm genuinely curious now ill intentions here.

",0.004595475566020468,0.00461717728369721,0.9953611208673042,2.1701848998534755e-05,Neutral
"

May you win all your silent battles that you're facing♥️ you all got this!!

",-0.00011743171853595413,2.4342205923452777e-05,0.9998338838763804,0.00014177391769618083,Neutral
"

Hi, gusto kita. Alam mo naman yon diba? Halata raw ako masyado sabi ng friend ko e. Okay na to. 

Umamin ❌
Ipahalata ✔️

Tara coffee date tayo hanggang sa magka acid reflux. Treat ko

",0.4647788974507421,0.46483564376831055,0.535107609914121,5.674631756846793e-05,Positive
"

I would like to commend uecd admins for acquiring more dental chairs to accomodate the growing number of clinicians. Sobrang big help yun considering andaming na stuck sa clinic 1 kasi hirap makapag logs because of the lack of chairs. Sana next na ayusin ay yung lecture halls kasi puro tulo na sa kisame (as in waterfalls levels) at inaamag na. Sobrang nakakatakot yung amag tbh, hindi ba health hazard iyon? And sana mag add din ng classrooms kasi hirap na hirap yung class namin minsan maghanap ng room.

",0.002029009880061494,0.0020602177459570084,0.9979085743518084,3.120790223461335e-05,Neutral
"

'wag niyo po kami kausapin, hindi kami naka-attend ng pep rally kanina

",-0.999813866110344,9.052803631048218e-05,5.112339573233865e-06,0.9999043596241163,Strong Negative
"

9/3/2025
Sorry to rant this here but what happened earlier was really unacceptable and unprofessional I have this one classmate na kaka passed away lang ng father nya and pagbalik nya here sa manila pagpasok nya sa subject namin wich is pathfit he talked to our prof wich is sir (REDACTED) before our class he explained na kaya hindi sya nakapag bigay ng further notice sakanya it is because wala yung email nya sa canvas then nung nagusap sila sa faculty my friend said he can provide proof na kailangan nya death certificate, plane ticket and whatsoever but instead of talking to him there our prof said to him na “mamaya na tayo magusap sa klase” then in our class my classmate stated that wala pa syang attendance form and nag gawa kami non last week ng july and absent sya and pina check ng prof namin sakanya yung attendance nung wala pa kaming attendance form wich is two meetings instead of handing the paper properly to him binato nya yon sa sahig and sabi nya “hanapin mo pangalan mo dyan swerte mo pag andyan yan” 
Then that two meetings absent den sya so wala,then without further explanation kung kelan ba sya nag flight kelan ba namatay father mo pinalabas na lang sya ng ganon lang (dinropped sya ng prof namin)

I talked to this classmate of mine and he said kaya nyang tanggapin yung pag drop sakanya ng prof namin but ang hindi nya kayang tanggapin is yung pamamahiya ng prof namin sakanya he said that he talked to him properly sa faculty pero Baket pinili nyang sa harap ng buong klase was it intentionally or what may gusto ba syang patunayan sa klase na terror sya?? (He said) 

But before this happening I remember na nung pumasok sya may inutos sakanya prof namin na may kunin sakanya sa faculty then he asked sir san po faculty nyo (he is unfamiliar with the campus) then our prof said “doon oh” ng pasigaw then called him bugok or bopols?? I can’t recall the exact words but it’s something like that.
Im sorry sir (REDACTED) kung dito ko pa toh ni rant but what you did was really unprofessional you don’t know kung anong pedeng ma",-0.01948070526123047,0.49024111014651095,3.707445283468607e-05,0.5097218154006544,Neutral
"

Prelims palang boi yan na agad ginawa mo? Ang kapal naman talaga ng pagmumukha mo, di ka na nahiya. Nakatayo na yung prof sa harap mo, todo gawa ka pa ng illegal; at ano napala mo? Sayang ung pinambili mo ng mini-phone pati na tuition mo para lang mandaya ka. Siguro barya lang para sayo ung pinambili mo ng mini-phone or pati na tuition, kasi bakit mo naman sasayangin yun both diba. Ganun ka kakupal para mandaya, at ending wala ka ding napala. Sana nasuspend ka right then and there kasi pinupush nyo ang boundaries of what people are willing to do to cheat. Dati scratch paper lang ung dinadala sa labas para mandaya, ngayon mini-phone na. Ano kaya susunod na method of cheating maiisip ninyo?

",-0.9992231078913392,9.422702119464322e-06,0.0007580905470853739,0.9992324867507951,Strong Negative
"

Your ue girlie is sad kasi hindi nya nakita yung mga poging players during pep rally 

",-0.9999351428255068,7.040668941343874e-06,5.079284442226492e-05,0.9999421664866364,Strong Negative
"

To that guy sa elev nung sept 2 around 12:30 grabe, sobrang oblivious mo, mahiya ka naman. Nag-tanong ka pa kung pwede mag-roundtrip. asim sis sinabihan ka na ni ate na huwag sumakay, pero pinilit mo pa rin, parang entitled ka. Next time, mag-aral ka muna ng basic manners bago ka magpasikat sa barkada mo. Kala mo naman bad bitch ka asim asim ng ugali.

",-0.9916504274697218,1.5591492946115724e-05,0.008318401770553234,0.9916660067365006,Strong Negative
"

Hello, may nakakita po ba ng totebag sa 3rd floor? andon po kasi ‘yung labubus ko and feminist literature books may matcha stain po siya sa bandang bottom left and may mga pins po ‘yung totebag, to be specific pins po ng mga favorite artists ko like clairo, laufey, beabadobee etc. comment down below nalang po if u saw anything, 6’3 btw

",0.9847275470438035,0.9847354499199552,0.015256608232561074,7.941847483760692e-06,Strong Positive
"

any coffee shop recos around ue 

",0.9999352142858697,0.9999548196792603,2.5574927349225618e-05,1.9605393390520476e-05,Strong Positive
"

is it really allowed for guards to confiscate your id when u have a violation? cant they just list down ur name and pass it sa sao. isnt our ids for our safety din also when accidents happen.

",-0.9999568775319858,1.093595983547857e-05,2.1250548343232367e-05,0.9999678134918213,Strong Negative
"

ang sakit sa bulsa maging 4th yr HM stydent foCK et,, weekly may ambagan sa lab at mice tas ang gagastos pa ng mga kaibigan mo na para bang kapatid nila si gela alonte, claudine co, jammy cruz... 

",0.9979709378676489,0.9989734888076782,2.3960252292454243e-05,0.001002550940029323,Strong Positive
"

Gusto ko lang po sabihin Ng napaka asshole and hypocrite Nung Isa jan na nagfefeeling may problema sya or something, yes cguro meron nga Pero d Hindi ba sumagi sa isip nya na baka sya mismo yung problema? Like nagprepretend lang ba sya na ayaw nya malaman or sadyang tanga at bobo lang sya? Okay lang sana kung paminsan minsan lang sya naging problema pero nah problema nya kailangan problema Ng lahat eh for someone na nagsasabi na dapat iniintindi dapat Yung other party sya mismo napaka selfish and lagi nagiinvalidate Ng feelings Ng ibang tao you're such a fking hypocrite you know that? Para sa isang psych student napakabasura Ng ugali mo and what's more Ang creepy mo para mag approach Ng mga feshie senior ka pa naman hahahaha ganun ka ba talaga ka despirado as a human being na Wala ka na pake and considering may nalalaman ka pa na gift gift sa ex mo HAHAHAHAHAHAHAHAHAHA patawa sa bagay ano pa inaasahan ko sa napaka manipulative na tao especially sa ex mo na porket first relationship nya tinake advantage mo at ginaslight mo Ng sobra d ka ba nakokonsensya? Nananakit ka pa kapag d ka nasusunod hahaha for someone na feeling love guru napaka weak shit mo  porket first relationship nya you're such a failure as a human being no wonder Wala kang kaibigan nor Wala nagtatagal Sayo Kasi bukod sa pangit na nga mukha mo napaka basura pa ng ugali mo also last one for someone na feeling ""insecure"" sa sarili nya lagi ka nagmamagaling sa ibat ibang bagay mapa relationship or academic kahit palpak ka rin Naman ik na d basehan Ang grades sa intellect Ng tao pero still walang credibility kung galing toh sa taong pabuhat lang Naman sa grupo lagi every subject fking nepotist

Idc if fw lang toh well i guess parehas lang kami basurang tao at kulang sa aruga Ng magulang

Oh right I'm K 

",-0.9999263650497596,3.2626954634906724e-05,8.381040970562026e-06,0.9999589920043945,Strong Negative
"

Is it just me, or is my ex weird for subtly imitating me on social media? From the genre of music I listen to to the way I edit the pictures on my feed, like, bro, why can't you be original?

",-0.9991954428842291,0.00039906670037751554,6.466246029388658e-06,0.9995944670535931,Strong Negative
"

As a transferee which means nasa free section ako, grabe ang uncomfy to see and hear people be so casual about racism and saying slurs. Hindi siya nakakatawa actually, sobrang weird niyo at kadiri for ""normalizing"" it. ""It's not that deep, just an expression"" Eh? Maybe for YOU. But it says a lot about what kind of person you are. Naaawa ako sa ibang student na nakikitawa nalang din kahit obvious na uncomfortable din sila. I would probably never call them out in public kasi ang dami talaga but major EW nalang. Just know this will forever be a statement about your character. Hindi ka cool or funny, isa ka sa mga problema and you probably even brag about that too lol pathetic.

",-0.6006899044114107,4.2600910092005506e-05,0.3992248937684053,0.6007325053215027,Strong Negative
"

hindi prof ang reason kung bakit ko ayaw pumasok sa subject na yon. classmate ang reason. lahat nalang kasi pinansin. bakit daw ganon ballpen ko, bakit daw ganito ako magsulat ng notes, bakit daw nalate ako, lahat bakit. may interest ka ba sa buhay ko? kung usapang buhay tayo, isipin mo yung sayo.

",-0.9999340811336879,2.8844776990760618e-05,8.238709519782255e-06,0.9999629165134895,Strong Negative
"

Hello po! Lf Daniel. Pakibalik ng dos ko po, hindi nabubuo ang 1k na wala ang dos pesos. Thank u

",-7.39841016184073e-05,4.7644167352700606e-05,0.9998307275636762,0.0001216282689711079,Neutral
"

Lf kasama mag jogging bukas Luzon to Mindanao.

",0.9998804128645133,0.9998891255410829,0.00010215196279838265,8.722496118766219e-06,Strong Positive
"

Any fellow alt peeps and gig goers here sa ue cal?? Lf kasama makipag balagbagan sa gigs and tumambay sa cubao expo 

",0.9999040680668259,0.9999456197176609,1.2807786066714405e-05,4.1572496272306345e-05,Strong Positive
"

di kaya kayo maguguluhan kung ganto situation, nag confess ka sa close mo na kaibigan risking the friendship then ang outcome is naseen lang. pero nung nagkita kami sa school parang walang nangyari hahahaha. Ano kaya un

",-0.9996572971467685,3.061293126717365e-05,0.0002815396988641113,0.9996878473698687,Strong Negative
"

Kung sino man po nakakita sa kanya pls paki balik. Comment ka kung sino ka man pls pls pls by sabrina carpenter

",0.9997595559907495,0.9997710585594177,0.0002174388719140552,1.1502568668220192e-05,Strong Positive
"

Normal ba talaga na sumisingit ibang course sa elev? This happened last last week sumabay pa sa hell week namin. Kasi we were lined up sa elevator, halohalo pero mostly dent students tapos biglang may mga lalaking sumingit nalang from other course. They blocked the elevator for them to get in first tapos nagtatawanan pa na parang nangaasar. Idk ano ba para bang feeling nila superior sila since sila yung mostly may classes there or what

",-0.9970327122427989,7.461474160663784e-05,0.0028180582739878446,0.9971073269844055,Strong Negative
"

Sana yung NSTP shirt hindi katulad ng jersey ay este ng pathfit shirt

",0.7844139486551285,0.8921881318092346,3.768503665924072e-05,0.10777418315410614,Strong Positive
"

dapat mas iprioritize pa ng ue ang pagproduce ng research, dyan kulang univ natin kung gusto natin makapasok sa world rankings

kung tutuusin, okay naman tayo sa boards, puro above national passing rate halos lahat tapos may topnotchers naman, sa research lang tayo kulang

",-9.336595303466311e-05,1.4768790606467519e-05,0.9998770964657524,0.00010813474364113063,Neutral
"

Goods sana kung ganto pe ng UE.

",-0.2649288605971378,0.00011815316247520968,0.7348348330779118,0.26504701375961304,Negative
"

If cheating is really alarming for most, then mas nakakagulat if it came from a student leader. Gumamit ng phone tapos biglang tatahimik after para mawala yung spotlight sakanya, let’s not forget kung sino talaga yung gumawa nun and not put the blame on the people around that person.

",-0.9999160582774493,3.07743794110138e-05,2.239296372863464e-05,0.9999468326568604,Strong Negative
"

wala po bang acad break ang uecal? ubos na ubos na ko dito oh

",-0.9999527097352257,1.1050640750909224e-05,2.5188983272528276e-05,0.9999637603759766,Strong Negative
"

Hi Ja, this is just an unsent message. I saw you at the gym, and it honestly shocked me that you’re here now. I always thought you’d be pursuing Chem and eventually become a doctor, but look at you now, my soon to be CPA! except from the fact I really can't call you mine..

Even from afar I’ll always be rooting for you. We didn’t part on best terms, completely my fault, but that doesn’t erase how much I miss you, or how often I wonder how you’re really doing. A part of me still hopes we’ll get the chance to talk again.

So until then, I’ll keep holding on to those small moments, seeing you at the gym, passing by at the elevator, or catching a glimpse at LB. Little reminders that even if I lost you, the world still finds ways to bring you close, even for just a second.

",-0.0021930308103037532,1.1444182746345177e-05,0.9977840808242036,0.0022044749930500984,Neutral
"

Battle of the Bands when?

",0.9979963060468435,0.9989933371543884,9.631738066673279e-06,0.000997031107544899,Strong Positive
"

shout out kay ate na pinisil arm and kinausap bf ko sa may hallway tapos sinabi na tulungan siya sa stuff niya papunta sa dorm niya then ililibre daw niya after haha, sabi ng bf ko kikitain niya ko pero sabi ni girl mabilis lang naman daw?? 
uhm papansin af? 
want mo intayin kita sa gate tapon ko gamit mo hehe

",-0.9999296827099897,2.787878293020185e-05,1.4559724149876274e-05,0.9999575614929199,Strong Negative
"

hakot pati si lualhati

",-0.9997497414587997,0.00011698255548253655,1.6293430235236883e-05,0.9998667240142822,Strong Negative
"

galit na galit yung mga titos and titas of ue HAHAHA sinabihan agad ako ng social climber and kinakahiya agad yung school  hindi naman ako naoffend nung may nag sabi na hindi nila kilala ang ue. sana pala if kinakahiya ko hindi ko sinasabi na taga ue ako eh tbh maganda nga ang program ko sa ue. they simply said hindi familiar yung ue, what's the issue if hindi talaga nila kilala?

",-0.9997033734211982,5.9347262322262395e-06,0.00028475712633735384,0.9997093081474304,Strong Negative
"

Shout out kay chinito sa BS psych. Delulu ba ako? Bakit napapansin kitang tumitingin sa akin. Sana makita mo tong post hahahaha

",0.999865758123633,0.9999227523803711,2.02533628907986e-05,5.699425673810765e-05,Strong Positive
"

should I confess sa classmate sa minor subject na di ko naman namimeet araw araw? AHAHAHAHAHAHAHHAHAAH

",-0.966370327398181,0.016810612753033638,8.44709575176239e-06,0.9831809401512146,Strong Negative
"

may email na po ba kayong natanggap for scholarship para di na ako umasa‍♀️‍♀️‍♀️

",-0.9996664192440221,0.0001631114719202742,7.3578121373429894e-06,0.9998295307159424,Strong Negative
"

Life's been kind of shit recently lalo na hanggang ngayon wala pa din akong nakukuhang job interview, lahat ng inaapplyan ko sa Linkedin, Jobstreet, Indeed lahat walang response or di kaya ghosted naman, naiinis ako sa sarili ko kase parang apaka walang kwenta ko dahil walang bumabalik sakin na company. Dagdag pa dito yung attempt ko sa online dating scene, ganito ba talaga yon hahaha di na sila nagkakalayo ng job hunting, may makakamatch ka then di ka naman rereplayan, may IG username pero pag nag reach out ka di ka naman papansinin or ighoghost ka din after 2 replies hahaha. Nakakadown lang talaga hahaha.

- Bry

",-0.9999151942356548,1.9240653548573853e-05,4.640468242211185e-05,0.9999343546640294,Strong Negative
